FIPS,County,Year,Population,Primary County Coordinates
19041,Clay County,April 01 2000,17372,"(43.083, -95.151)"
19041,Clay County,July 01 2001,17255,"(43.083, -95.151)"
19041,Clay County,July 01 2002,17071,"(43.083, -95.151)"
19041,Clay County,July 01 2003,16957,"(43.083, -95.151)"
19041,Clay County,July 01 2004,16916,"(43.083, -95.151)"
19041,Clay County,July 01 2005,16784,"(43.083, -95.151)"
19041,Clay County,July 01 2006,16732,"(43.083, -95.151)"
19041,Clay County,July 01 2007,16629,"(43.083, -95.151)"
19041,Clay County,July 01 2008,16617,"(43.083, -95.151)"
19041,Clay County,July 01 2009,16617,"(43.083, -95.151)"
19041,Clay County,April 01 2010,16667,"(43.083, -95.151)"
19043,Clayton County,April 01 1990,19054,"(42.845, -91.341)"
19043,Clayton County,July 01 1991,19064,"(42.845, -91.341)"
19043,Clayton County,July 01 1992,18889,"(42.845, -91.341)"
19043,Clayton County,July 01 1993,18813,"(42.845, -91.341)"
19043,Clayton County,July 01 1994,18909,"(42.845, -91.341)"
19043,Clayton County,July 01 1995,18886,"(42.845, -91.341)"
19043,Clayton County,July 01 1996,18871,"(42.845, -91.341)"
19043,Clayton County,July 01 1997,18930,"(42.845, -91.341)"
19043,Clayton County,July 01 1998,18952,"(42.845, -91.341)"
19043,Clayton County,July 01 1999,18900,"(42.845, -91.341)"
19043,Clayton County,April 01 2000,18678,"(42.845, -91.341)"
19043,Clayton County,July 01 2001,18451,"(42.845, -91.341)"
19043,Clayton County,July 01 2002,18211,"(42.845, -91.341)"
19043,Clayton County,July 01 2003,18107,"(42.845, -91.341)"
19043,Clayton County,July 01 2004,18026,"(42.845, -91.341)"
19043,Clayton County,July 01 2005,17853,"(42.845, -91.341)"
19043,Clayton County,July 01 2006,17779,"(42.845, -91.341)"
19043,Clayton County,July 01 2007,17686,"(42.845, -91.341)"
19043,Clayton County,July 01 2008,17555,"(42.845, -91.341)"
19043,Clayton County,July 01 2009,17463,"(42.845, -91.341)"
19043,Clayton County,April 01 2010,18129,"(42.845, -91.341)"
19045,Clinton County,April 01 1990,51040,"(41.898, -90.532)"
19045,Clinton County,July 01 1991,51091,"(41.898, -90.532)"
19045,Clinton County,July 01 1992,51064,"(41.898, -90.532)"
19045,Clinton County,July 01 1993,51405,"(41.898, -90.532)"
19045,Clinton County,July 01 1994,51489,"(41.898, -90.532)"
19045,Clinton County,July 01 1995,51320,"(41.898, -90.532)"
19045,Clinton County,July 01 1996,51270,"(41.898, -90.532)"
19045,Clinton County,July 01 1997,50793,"(41.898, -90.532)"
19045,Clinton County,July 01 1998,50635,"(41.898, -90.532)"
19045,Clinton County,July 01 1999,50553,"(41.898, -90.532)"
19045,Clinton County,April 01 2000,50149,"(41.898, -90.532)"
19045,Clinton County,July 01 2001,49845,"(41.898, -90.532)"
19045,Clinton County,July 01 2002,49614,"(41.898, -90.532)"
19045,Clinton County,July 01 2003,49487,"(41.898, -90.532)"
19045,Clinton County,July 01 2004,49380,"(41.898, -90.532)"
19045,Clinton County,July 01 2005,49299,"(41.898, -90.532)"
19045,Clinton County,July 01 2006,49264,"(41.898, -90.532)"
19045,Clinton County,July 01 2007,49084,"(41.898, -90.532)"
19045,Clinton County,July 01 2008,49062,"(41.898, -90.532)"
19045,Clinton County,July 01 2009,48934,"(41.898, -90.532)"
19045,Clinton County,April 01 2010,49116,"(41.898, -90.532)"
19047,Crawford County,April 01 1990,16775,"(42.037, -95.382)"
19047,Crawford County,July 01 1991,16737,"(42.037, -95.382)"
19047,Crawford County,July 01 1992,16739,"(42.037, -95.382)"
19047,Crawford County,July 01 1993,16791,"(42.037, -95.382)"
19047,Crawford County,July 01 1994,16683,"(42.037, -95.382)"
19047,Crawford County,July 01 1995,16715,"(42.037, -95.382)"
19047,Crawford County,July 01 1996,16761,"(42.037, -95.382)"
19047,Crawford County,July 01 1997,16775,"(42.037, -95.382)"
19047,Crawford County,July 01 1998,16864,"(42.037, -95.382)"
19047,Crawford County,July 01 1999,16901,"(42.037, -95.382)"
19047,Crawford County,April 01 2000,16942,"(42.037, -95.382)"
19047,Crawford County,July 01 2001,16890,"(42.037, -95.382)"
19047,Crawford County,July 01 2002,16847,"(42.037, -95.382)"
19047,Crawford County,July 01 2003,16752,"(42.037, -95.382)"
19047,Crawford County,July 01 2004,16675,"(42.037, -95.382)"
19047,Crawford County,July 01 2005,16591,"(42.037, -95.382)"
19047,Crawford County,July 01 2006,16486,"(42.037, -95.382)"
19047,Crawford County,July 01 2007,16503,"(42.037, -95.382)"
19047,Crawford County,July 01 2008,16399,"(42.037, -95.382)"
19047,Crawford County,July 01 2009,16416,"(42.037, -95.382)"
19047,Crawford County,April 01 2010,17096,"(42.037, -95.382)"
19049,Dallas County,April 01 1990,29755,"(41.685, -94.04)"
19049,Dallas County,July 01 1991,29904,"(41.685, -94.04)"
19049,Dallas County,July 01 1992,30578,"(41.685, -94.04)"
19049,Dallas County,July 01 1993,31360,"(41.685, -94.04)"
19049,Dallas County,July 01 1994,32262,"(41.685, -94.04)"
19049,Dallas County,July 01 1995,33036,"(41.685, -94.04)"
19049,Dallas County,July 01 1996,34050,"(41.685, -94.04)"
19049,Dallas County,July 01 1997,35380,"(41.685, -94.04)"
19049,Dallas County,July 01 1998,36862,"(41.685, -94.04)"
19049,Dallas County,July 01 1999,38152,"(41.685, -94.04)"
19049,Dallas County,April 01 2000,40776,"(41.685, -94.04)"
19049,Dallas County,July 01 2001,42720,"(41.685, -94.04)"
19049,Dallas County,July 01 2002,44324,"(41.685, -94.04)"
19049,Dallas County,July 01 2003,46308,"(41.685, -94.04)"
19049,Dallas County,July 01 2004,49388,"(41.685, -94.04)"
19049,Dallas County,July 01 2005,51779,"(41.685, -94.04)"
19049,Dallas County,July 01 2006,54592,"(41.685, -94.04)"
19049,Dallas County,July 01 2007,57278,"(41.685, -94.04)"
19049,Dallas County,July 01 2008,59977,"(41.685, -94.04)"
19049,Dallas County,July 01 2009,61950,"(41.685, -94.04)"
19049,Dallas County,April 01 2010,66135,"(41.685, -94.04)"
19051,Davis County,April 01 1990,8312,"(40.748, -92.41)"
19051,Davis County,July 01 1991,8321,"(40.748, -92.41)"
19051,Davis County,July 01 1992,8321,"(40.748, -92.41)"
19051,Davis County,July 01 1993,8326,"(40.748, -92.41)"
19051,Davis County,July 01 1994,8398,"(40.748, -92.41)"
19051,Davis County,July 01 1995,8452,"(40.748, -92.41)"
19051,Davis County,July 01 1996,8512,"(40.748, -92.41)"
19051,Davis County,July 01 1997,8428,"(40.748, -92.41)"
19051,Davis County,July 01 1998,8496,"(40.748, -92.41)"
19051,Davis County,July 01 1999,8484,"(40.748, -92.41)"
19051,Davis County,April 01 2000,8541,"(40.748, -92.41)"
19051,Davis County,July 01 2001,8571,"(40.748, -92.41)"
19051,Davis County,July 01 2002,8565,"(40.748, -92.41)"
19051,Davis County,July 01 2003,8494,"(40.748, -92.41)"
19051,Davis County,July 01 2004,8555,"(40.748, -92.41)"
19051,Davis County,July 01 2005,8507,"(40.748, -92.41)"
19051,Davis County,July 01 2006,8530,"(40.748, -92.41)"
19051,Davis County,July 01 2007,8575,"(40.748, -92.41)"
19051,Davis County,July 01 2008,8573,"(40.748, -92.41)"
19051,Davis County,July 01 2009,8562,"(40.748, -92.41)"
19051,Davis County,April 01 2010,8753,"(40.748, -92.41)"
19053,Decatur County,April 01 1990,8338,"(40.738, -93.786)"
19053,Decatur County,July 01 1991,8303,"(40.738, -93.786)"
19053,Decatur County,July 01 1992,8185,"(40.738, -93.786)"
19053,Decatur County,July 01 1993,8219,"(40.738, -93.786)"
19053,Decatur County,July 01 1994,8163,"(40.738, -93.786)"
19053,Decatur County,July 01 1995,8290,"(40.738, -93.786)"
19053,Decatur County,July 01 1996,8468,"(40.738, -93.786)"
19053,Decatur County,July 01 1997,8459,"(40.738, -93.786)"
19053,Decatur County,July 01 1998,8416,"(40.738, -93.786)"
19053,Decatur County,July 01 1999,8538,"(40.738, -93.786)"
19053,Decatur County,April 01 2000,8689,"(40.738, -93.786)"
19053,Decatur County,July 01 2001,8652,"(40.738, -93.786)"
19053,Decatur County,July 01 2002,8543,"(40.738, -93.786)"
19053,Decatur County,July 01 2003,8469,"(40.738, -93.786)"
19053,Decatur County,July 01 2004,8454,"(40.738, -93.786)"
19053,Decatur County,July 01 2005,8460,"(40.738, -93.786)"
19053,Decatur County,July 01 2006,8372,"(40.738, -93.786)"
19053,Decatur County,July 01 2007,8342,"(40.738, -93.786)"
19053,Decatur County,July 01 2008,8201,"(40.738, -93.786)"
19053,Decatur County,July 01 2009,8231,"(40.738, -93.786)"
19053,Decatur County,April 01 2010,8457,"(40.738, -93.786)"
19055,Delaware County,April 01 1990,18035,"(42.471, -91.367)"
19055,Delaware County,July 01 1991,18046,"(42.471, -91.367)"
19055,Delaware County,July 01 1992,18139,"(42.471, -91.367)"
19055,Delaware County,July 01 1993,18271,"(42.471, -91.367)"
19055,Delaware County,July 01 1994,18269,"(42.471, -91.367)"
19055,Delaware County,July 01 1995,18322,"(42.471, -91.367)"
19055,Delaware County,July 01 1996,18347,"(42.471, -91.367)"
19055,Delaware County,July 01 1997,18324,"(42.471, -91.367)"
19055,Delaware County,July 01 1998,18380,"(42.471, -91.367)"
19055,Delaware County,July 01 1999,18487,"(42.471, -91.367)"
19055,Delaware County,April 01 2000,18404,"(42.471, -91.367)"
19055,Delaware County,July 01 2001,18212,"(42.471, -91.367)"
19055,Delaware County,July 01 2002,18123,"(42.471, -91.367)"
19055,Delaware County,July 01 2003,17977,"(42.471, -91.367)"
19055,Delaware County,July 01 2004,17797,"(42.471, -91.367)"
19055,Delaware County,July 01 2005,17619,"(42.471, -91.367)"
19055,Delaware County,July 01 2006,17560,"(42.471, -91.367)"
19055,Delaware County,July 01 2007,17506,"(42.471, -91.367)"
19055,Delaware County,July 01 2008,17335,"(42.471, -91.367)"
19055,Delaware County,July 01 2009,17205,"(42.471, -91.367)"
19055,Delaware County,April 01 2010,17764,"(42.471, -91.367)"
19057,Des Moines County,April 01 1990,42614,"(40.923, -91.181)"
19057,Des Moines County,July 01 1991,42668,"(40.923, -91.181)"
19057,Des Moines County,July 01 1992,42871,"(40.923, -91.181)"
19057,Des Moines County,July 01 1993,43014,"(40.923, -91.181)"
19057,Des Moines County,July 01 1994,43104,"(40.923, -91.181)"
19057,Des Moines County,July 01 1995,43112,"(40.923, -91.181)"
19057,Des Moines County,July 01 1996,42936,"(40.923, -91.181)"
19057,Des Moines County,July 01 1997,42825,"(40.923, -91.181)"
19057,Des Moines County,July 01 1998,42620,"(40.923, -91.181)"
19057,Des Moines County,July 01 1999,42621,"(40.923, -91.181)"
19057,Des Moines County,April 01 2000,42351,"(40.923, -91.181)"
19057,Des Moines County,July 01 2001,41917,"(40.923, -91.181)"
19057,Des Moines County,July 01 2002,41307,"(40.923, -91.181)"
19057,Des Moines County,July 01 2003,41152,"(40.923, -91.181)"
19057,Des Moines County,July 01 2004,40742,"(40.923, -91.181)"
19057,Des Moines County,July 01 2005,40553,"(40.923, -91.181)"
19057,Des Moines County,July 01 2006,40453,"(40.923, -91.181)"
19057,Des Moines County,July 01 2007,40634,"(40.923, -91.181)"
19057,Des Moines County,July 01 2008,40803,"(40.923, -91.181)"
19057,Des Moines County,July 01 2009,41058,"(40.923, -91.181)"
19057,Des Moines County,April 01 2010,40325,"(40.923, -91.181)"
19059,Dickinson County,April 01 1990,14909,"(43.378, -95.151)"
19059,Dickinson County,July 01 1991,14935,"(43.378, -95.151)"
19059,Dickinson County,July 01 1992,15196,"(43.378, -95.151)"
19059,Dickinson County,July 01 1993,15245,"(43.378, -95.151)"
19059,Dickinson County,July 01 1994,15389,"(43.378, -95.151)"
19059,Dickinson County,July 01 1995,15414,"(43.378, -95.151)"
19059,Dickinson County,July 01 1996,15601,"(43.378, -95.151)"
19059,Dickinson County,July 01 1997,15783,"(43.378, -95.151)"
19059,Dickinson County,July 01 1998,16076,"(43.378, -95.151)"
19059,Dickinson County,July 01 1999,16236,"(43.378, -95.151)"
19059,Dickinson County,April 01 2000,16424,"(43.378, -95.151)"
19059,Dickinson County,July 01 2001,16473,"(43.378, -95.151)"
19059,Dickinson County,July 01 2002,16343,"(43.378, -95.151)"
19059,Dickinson County,July 01 2003,16318,"(43.378, -95.151)"
19059,Dickinson County,July 01 2004,16478,"(43.378, -95.151)"
19059,Dickinson County,July 01 2005,16608,"(43.378, -95.151)"
19059,Dickinson County,July 01 2006,16621,"(43.378, -95.151)"
19059,Dickinson County,July 01 2007,16586,"(43.378, -95.151)"
19059,Dickinson County,July 01 2008,16644,"(43.378, -95.151)"
19059,Dickinson County,July 01 2009,16623,"(43.378, -95.151)"
19059,Dickinson County,April 01 2010,16667,"(43.378, -95.151)"
19061,Dubuque County,April 01 1990,86403,"(42.469, -90.882)"
19061,Dubuque County,July 01 1991,86462,"(42.469, -90.882)"
19061,Dubuque County,July 01 1992,86988,"(42.469, -90.882)"
19061,Dubuque County,July 01 1993,87672,"(42.469, -90.882)"
19061,Dubuque County,July 01 1994,88261,"(42.469, -90.882)"
19061,Dubuque County,July 01 1995,88654,"(42.469, -90.882)"
19061,Dubuque County,July 01 1996,88938,"(42.469, -90.882)"
19061,Dubuque County,July 01 1997,89097,"(42.469, -90.882)"
19061,Dubuque County,July 01 1998,88996,"(42.469, -90.882)"
19061,Dubuque County,July 01 1999,88775,"(42.469, -90.882)"
19061,Dubuque County,April 01 2000,89156,"(42.469, -90.882)"
19061,Dubuque County,July 01 2001,88998,"(42.469, -90.882)"
19061,Dubuque County,July 01 2002,89218,"(42.469, -90.882)"
19061,Dubuque County,July 01 2003,90116,"(42.469, -90.882)"
19061,Dubuque County,July 01 2004,90618,"(42.469, -90.882)"
19061,Dubuque County,July 01 2005,90926,"(42.469, -90.882)"
19061,Dubuque County,July 01 2006,91390,"(42.469, -90.882)"
19061,Dubuque County,July 01 2007,92254,"(42.469, -90.882)"
19061,Dubuque County,July 01 2008,92589,"(42.469, -90.882)"
19061,Dubuque County,July 01 2009,93072,"(42.469, -90.882)"
19061,Dubuque County,April 01 2010,93653,"(42.469, -90.882)"
19063,Emmet County,April 01 1990,11569,"(43.378, -94.678)"
19063,Emmet County,July 01 1991,11592,"(43.378, -94.678)"
19063,Emmet County,July 01 1992,11666,"(43.378, -94.678)"
19063,Emmet County,July 01 1993,11722,"(43.378, -94.678)"
19063,Emmet County,July 01 1994,11568,"(43.378, -94.678)"
19063,Emmet County,July 01 1995,11501,"(43.378, -94.678)"
19063,Emmet County,July 01 1996,11403,"(43.378, -94.678)"
19063,Emmet County,July 01 1997,11338,"(43.378, -94.678)"
19063,Emmet County,July 01 1998,11303,"(43.378, -94.678)"
19063,Emmet County,July 01 1999,11247,"(43.378, -94.678)"
19063,Emmet County,April 01 2000,11028,"(43.378, -94.678)"
19063,Emmet County,July 01 2001,10873,"(43.378, -94.678)"
19063,Emmet County,July 01 2002,10795,"(43.378, -94.678)"
19063,Emmet County,July 01 2003,10684,"(43.378, -94.678)"
19063,Emmet County,July 01 2004,10508,"(43.378, -94.678)"
19063,Emmet County,July 01 2005,10468,"(43.378, -94.678)"
19063,Emmet County,July 01 2006,10371,"(43.378, -94.678)"
19063,Emmet County,July 01 2007,10341,"(43.378, -94.678)"
19063,Emmet County,July 01 2008,10364,"(43.378, -94.678)"
19063,Emmet County,July 01 2009,10241,"(43.378, -94.678)"
19063,Emmet County,April 01 2010,10302,"(43.378, -94.678)"
19065,Fayette County,April 01 1990,21843,"(42.863, -91.844)"
19065,Fayette County,July 01 1991,21889,"(42.863, -91.844)"
19065,Fayette County,July 01 1992,22065,"(42.863, -91.844)"
19065,Fayette County,July 01 1993,22082,"(42.863, -91.844)"
19065,Fayette County,July 01 1994,22089,"(42.863, -91.844)"
19065,Fayette County,July 01 1995,22129,"(42.863, -91.844)"
19065,Fayette County,July 01 1996,22211,"(42.863, -91.844)"
19065,Fayette County,July 01 1997,22275,"(42.863, -91.844)"
19065,Fayette County,July 01 1998,22261,"(42.863, -91.844)"
19065,Fayette County,July 01 1999,22179,"(42.863, -91.844)"
19065,Fayette County,April 01 2000,22008,"(42.863, -91.844)"
19065,Fayette County,July 01 2001,21674,"(42.863, -91.844)"
19065,Fayette County,July 01 2002,21424,"(42.863, -91.844)"
19065,Fayette County,July 01 2003,21299,"(42.863, -91.844)"
19065,Fayette County,July 01 2004,21024,"(42.863, -91.844)"
19065,Fayette County,July 01 2005,20939,"(42.863, -91.844)"
19065,Fayette County,July 01 2006,20701,"(42.863, -91.844)"
19065,Fayette County,July 01 2007,20379,"(42.863, -91.844)"
19065,Fayette County,July 01 2008,20238,"(42.863, -91.844)"
19065,Fayette County,July 01 2009,20164,"(42.863, -91.844)"
19065,Fayette County,April 01 2010,20880,"(42.863, -91.844)"
19067,Floyd County,April 01 1990,17058,"(43.06, -92.789)"
19067,Floyd County,July 01 1991,17056,"(43.06, -92.789)"
19067,Floyd County,July 01 1992,16950,"(43.06, -92.789)"
19067,Floyd County,July 01 1993,17118,"(43.06, -92.789)"
19067,Floyd County,July 01 1994,17060,"(43.06, -92.789)"
19067,Floyd County,July 01 1995,17062,"(43.06, -92.789)"
19067,Floyd County,July 01 1996,17001,"(43.06, -92.789)"
19067,Floyd County,July 01 1997,17028,"(43.06, -92.789)"
19067,Floyd County,July 01 1998,17059,"(43.06, -92.789)"
19067,Floyd County,July 01 1999,16987,"(43.06, -92.789)"
19067,Floyd County,April 01 2000,16900,"(43.06, -92.789)"
19067,Floyd County,July 01 2001,16618,"(43.06, -92.789)"
19067,Floyd County,July 01 2002,16589,"(43.06, -92.789)"
19067,Floyd County,July 01 2003,16511,"(43.06, -92.789)"
19067,Floyd County,July 01 2004,16417,"(43.06, -92.789)"
19067,Floyd County,July 01 2005,16309,"(43.06, -92.789)"
19067,Floyd County,July 01 2006,16335,"(43.06, -92.789)"
19067,Floyd County,July 01 2007,16224,"(43.06, -92.789)"
19067,Floyd County,July 01 2008,16031,"(43.06, -92.789)"
19067,Floyd County,July 01 2009,15910,"(43.06, -92.789)"
19067,Floyd County,April 01 2010,16303,"(43.06, -92.789)"
19069,Franklin County,April 01 1990,11364,"(42.733, -93.262)"
19069,Franklin County,July 01 1991,11351,"(42.733, -93.262)"
19069,Franklin County,July 01 1992,11314,"(42.733, -93.262)"
19069,Franklin County,July 01 1993,11179,"(42.733, -93.262)"
19069,Franklin County,July 01 1994,11252,"(42.733, -93.262)"
19069,Franklin County,July 01 1995,11045,"(42.733, -93.262)"
19069,Franklin County,July 01 1996,11016,"(42.733, -93.262)"
19069,Franklin County,July 01 1997,11030,"(42.733, -93.262)"
19069,Franklin County,July 01 1998,10921,"(42.733, -93.262)"
19069,Franklin County,July 01 1999,10875,"(42.733, -93.262)"
19069,Franklin County,April 01 2000,10704,"(42.733, -93.262)"
19069,Franklin County,July 01 2001,10599,"(42.733, -93.262)"
19069,Franklin County,July 01 2002,10636,"(42.733, -93.262)"
19069,Franklin County,July 01 2003,10588,"(42.733, -93.262)"
19069,Franklin County,July 01 2004,10641,"(42.733, -93.262)"
19069,Franklin County,July 01 2005,10664,"(42.733, -93.262)"
19069,Franklin County,July 01 2006,10574,"(42.733, -93.262)"
19069,Franklin County,July 01 2007,10623,"(42.733, -93.262)"
19069,Franklin County,July 01 2008,10567,"(42.733, -93.262)"
19069,Franklin County,July 01 2009,10540,"(42.733, -93.262)"
19069,Franklin County,April 01 2010,10680,"(42.733, -93.262)"
19071,Fremont County,April 01 1990,8226,"(40.746, -95.605)"
19071,Fremont County,July 01 1991,8236,"(40.746, -95.605)"
19071,Fremont County,July 01 1992,8194,"(40.746, -95.605)"
19071,Fremont County,July 01 1993,8242,"(40.746, -95.605)"
19071,Fremont County,July 01 1994,8217,"(40.746, -95.605)"
19071,Fremont County,July 01 1995,8259,"(40.746, -95.605)"
19071,Fremont County,July 01 1996,8172,"(40.746, -95.605)"
19071,Fremont County,July 01 1997,8077,"(40.746, -95.605)"
19071,Fremont County,July 01 1998,7989,"(40.746, -95.605)"
19071,Fremont County,July 01 1999,7993,"(40.746, -95.605)"
19071,Fremont County,April 01 2000,8010,"(40.746, -95.605)"
19071,Fremont County,July 01 2001,7866,"(40.746, -95.605)"
19071,Fremont County,July 01 2002,7766,"(40.746, -95.605)"
19071,Fremont County,July 01 2003,7704,"(40.746, -95.605)"
19071,Fremont County,July 01 2004,7604,"(40.746, -95.605)"
19071,Fremont County,July 01 2005,7553,"(40.746, -95.605)"
19071,Fremont County,July 01 2006,7549,"(40.746, -95.605)"
19071,Fremont County,July 01 2007,7569,"(40.746, -95.605)"
19071,Fremont County,July 01 2008,7422,"(40.746, -95.605)"
19071,Fremont County,July 01 2009,7345,"(40.746, -95.605)"
19071,Fremont County,April 01 2010,7441,"(40.746, -95.605)"
19073,Greene County,April 01 1990,10045,"(42.036, -94.397)"
19073,Greene County,July 01 1991,10028,"(42.036, -94.397)"
19073,Greene County,July 01 1992,10110,"(42.036, -94.397)"
19073,Greene County,July 01 1993,10187,"(42.036, -94.397)"
19073,Greene County,July 01 1994,10280,"(42.036, -94.397)"
19073,Greene County,July 01 1995,10255,"(42.036, -94.397)"
19073,Greene County,July 01 1996,10226,"(42.036, -94.397)"
19073,Greene County,July 01 1997,10333,"(42.036, -94.397)"
19073,Greene County,July 01 1998,10402,"(42.036, -94.397)"
19073,Greene County,July 01 1999,10442,"(42.036, -94.397)"
19073,Greene County,April 01 2000,10366,"(42.036, -94.397)"
19073,Greene County,July 01 2001,10142,"(42.036, -94.397)"
19073,Greene County,July 01 2002,10092,"(42.036, -94.397)"
19073,Greene County,July 01 2003,10000,"(42.036, -94.397)"
19073,Greene County,July 01 2004,9928,"(42.036, -94.397)"
19073,Greene County,July 01 2005,9778,"(42.036, -94.397)"
19073,Greene County,July 01 2006,9568,"(42.036, -94.397)"
19073,Greene County,July 01 2007,9497,"(42.036, -94.397)"
19073,Greene County,July 01 2008,9349,"(42.036, -94.397)"
19073,Greene County,July 01 2009,9251,"(42.036, -94.397)"
19073,Greene County,April 01 2010,9336,"(42.036, -94.397)"
19075,Grundy County,April 01 1990,12029,"(42.402, -92.791)"
19075,Grundy County,July 01 1991,12017,"(42.402, -92.791)"
19075,Grundy County,July 01 1992,11957,"(42.402, -92.791)"
19075,Grundy County,July 01 1993,12081,"(42.402, -92.791)"
19075,Grundy County,July 01 1994,12071,"(42.402, -92.791)"
19075,Grundy County,July 01 1995,12152,"(42.402, -92.791)"
19075,Grundy County,July 01 1996,12244,"(42.402, -92.791)"
19075,Grundy County,July 01 1997,12317,"(42.402, -92.791)"
19075,Grundy County,July 01 1998,12335,"(42.402, -92.791)"
19075,Grundy County,July 01 1999,12277,"(42.402, -92.791)"
19075,Grundy County,April 01 2000,12369,"(42.402, -92.791)"
19075,Grundy County,July 01 2001,12285,"(42.402, -92.791)"
19075,Grundy County,July 01 2002,12303,"(42.402, -92.791)"
19075,Grundy County,July 01 2003,12241,"(42.402, -92.791)"
19075,Grundy County,July 01 2004,12245,"(42.402, -92.791)"
19075,Grundy County,July 01 2005,12232,"(42.402, -92.791)"
19075,Grundy County,July 01 2006,12227,"(42.402, -92.791)"
19075,Grundy County,July 01 2007,12085,"(42.402, -92.791)"
19075,Grundy County,July 01 2008,12110,"(42.402, -92.791)"
19075,Grundy County,July 01 2009,12177,"(42.402, -92.791)"
19075,Grundy County,April 01 2010,12453,"(42.402, -92.791)"
19077,Guthrie County,April 01 1990,10935,"(41.684, -94.501)"
19077,Guthrie County,July 01 1991,10941,"(41.684, -94.501)"
19077,Guthrie County,July 01 1992,11101,"(41.684, -94.501)"
19077,Guthrie County,July 01 1993,11125,"(41.684, -94.501)"
19077,Guthrie County,July 01 1994,11123,"(41.684, -94.501)"
19077,Guthrie County,July 01 1995,11139,"(41.684, -94.501)"
19077,Guthrie County,July 01 1996,11241,"(41.684, -94.501)"
19077,Guthrie County,July 01 1997,11268,"(41.684, -94.501)"
19077,Guthrie County,July 01 1998,11321,"(41.684, -94.501)"
19077,Guthrie County,July 01 1999,11321,"(41.684, -94.501)"
19077,Guthrie County,April 01 2000,11353,"(41.684, -94.501)"
19077,Guthrie County,July 01 2001,11220,"(41.684, -94.501)"
19077,Guthrie County,July 01 2002,11214,"(41.684, -94.501)"
19077,Guthrie County,July 01 2003,11310,"(41.684, -94.501)"
19077,Guthrie County,July 01 2004,11350,"(41.684, -94.501)"
19077,Guthrie County,July 01 2005,11201,"(41.684, -94.501)"
19077,Guthrie County,July 01 2006,11093,"(41.684, -94.501)"
19077,Guthrie County,July 01 2007,11051,"(41.684, -94.501)"
19077,Guthrie County,July 01 2008,10984,"(41.684, -94.501)"
19077,Guthrie County,July 01 2009,10833,"(41.684, -94.501)"
19077,Guthrie County,April 01 2010,10954,"(41.684, -94.501)"
19079,Hamilton County,April 01 1990,16071,"(42.384, -93.707)"
19079,Hamilton County,July 01 1991,16049,"(42.384, -93.707)"
19079,Hamilton County,July 01 1992,16098,"(42.384, -93.707)"
19079,Hamilton County,July 01 1993,16229,"(42.384, -93.707)"
19079,Hamilton County,July 01 1994,16188,"(42.384, -93.707)"
19079,Hamilton County,July 01 1995,16233,"(42.384, -93.707)"
19079,Hamilton County,July 01 1996,16468,"(42.384, -93.707)"
19079,Hamilton County,July 01 1997,16356,"(42.384, -93.707)"
19079,Hamilton County,July 01 1998,16371,"(42.384, -93.707)"
19079,Hamilton County,July 01 1999,16405,"(42.384, -93.707)"
19079,Hamilton County,April 01 2000,16435,"(42.384, -93.707)"
19079,Hamilton County,July 01 2001,16163,"(42.384, -93.707)"
19079,Hamilton County,July 01 2002,16204,"(42.384, -93.707)"
19079,Hamilton County,July 01 2003,16151,"(42.384, -93.707)"
19079,Hamilton County,July 01 2004,16007,"(42.384, -93.707)"
19079,Hamilton County,July 01 2005,15914,"(42.384, -93.707)"
19079,Hamilton County,July 01 2006,15734,"(42.384, -93.707)"
19079,Hamilton County,July 01 2007,15538,"(42.384, -93.707)"
19079,Hamilton County,July 01 2008,15352,"(42.384, -93.707)"
19079,Hamilton County,July 01 2009,15238,"(42.384, -93.707)"
19079,Hamilton County,April 01 2010,15673,"(42.384, -93.707)"
19081,Hancock County,April 01 1990,12638,"(43.082, -93.734)"
19081,Hancock County,July 01 1991,12610,"(43.082, -93.734)"
19081,Hancock County,July 01 1992,12496,"(43.082, -93.734)"
19081,Hancock County,July 01 1993,12391,"(43.082, -93.734)"
19081,Hancock County,July 01 1994,12170,"(43.082, -93.734)"
19081,Hancock County,July 01 1995,12073,"(43.082, -93.734)"
19081,Hancock County,July 01 1996,12148,"(43.082, -93.734)"
19081,Hancock County,July 01 1997,12158,"(43.082, -93.734)"
19081,Hancock County,July 01 1998,12043,"(43.082, -93.734)"
19081,Hancock County,July 01 1999,12085,"(43.082, -93.734)"
19081,Hancock County,April 01 2000,12100,"(43.082, -93.734)"
19081,Hancock County,July 01 2001,11903,"(43.082, -93.734)"
19081,Hancock County,July 01 2002,11760,"(43.082, -93.734)"
19081,Hancock County,July 01 2003,11771,"(43.082, -93.734)"
19081,Hancock County,July 01 2004,11670,"(43.082, -93.734)"
19081,Hancock County,July 01 2005,11626,"(43.082, -93.734)"
19081,Hancock County,July 01 2006,11482,"(43.082, -93.734)"
19081,Hancock County,July 01 2007,11310,"(43.082, -93.734)"
19081,Hancock County,July 01 2008,11229,"(43.082, -93.734)"
19081,Hancock County,July 01 2009,11046,"(43.082, -93.734)"
19081,Hancock County,April 01 2010,11341,"(43.082, -93.734)"
19083,Hardin County,April 01 1990,19094,"(42.384, -93.24)"
19083,Hardin County,July 01 1991,19099,"(42.384, -93.24)"
19083,Hardin County,July 01 1992,19032,"(42.384, -93.24)"
19083,Hardin County,July 01 1993,18937,"(42.384, -93.24)"
